_date, average_price , total_volume ,_4046,_4225,_4770 ,total_bags,type,year,geography
21/11/2021 0:00,1.17,775.84,29,746.84,0,8617.41,organic,2021,Grand Rapids
14/11/2021 0:00,1.28,678.62,7.26,671.36,0,6873.87,organic,2021,Grand Rapids
07/11/2021 0:00,1.22,748.48,43.53,704.95,0,7812.91,organic,2021,Grand Rapids
26/12/2021 0:00,1.5,"63,476.53",18066.71,20035.92,25373.89,54363.79,conventional,2021,Grand Rapids
19/12/2021 0:00,1.43,"74,816.80",34118.14,19672.75,21025.91,36640.29,conventional,2021,Grand Rapids
12/12/2021 0:00,1.45,"59,520.01",18829.19,19536.63,21154.17,53221.74,conventional,2021,Grand Rapids
05/12/2021 0:00,1.4,"85,198.61",43323.9,20721.67,21153.03,36019.84,conventional,2021,Grand Rapids
26/12/2021 0:00,0.94,732.72,10.83,721.89,0,16767.88,organic,2021,Grand Rapids
19/12/2021 0:00,1.18,797.27,12.06,785.21,0,10896.68,organic,2021,Grand Rapids
12/12/2021 0:00,0.9,866.91,4.83,862.08,0,20487.61,organic,2021,Grand Rapids
05/12/2021 0:00,1.43,"1,061.36",18.13,1043.22,0,6919.56,organic,2021,Grand Rapids
04/01/2021 0:00,0.86,"2,249,607.31",733876.45,1065056.49,450674.37,874548.76,conventional,2021,Great Lakes
04/01/2021 0:00,1.51,"23,462.44",5986.13,17476.31,0,70705.31,organic,2021,Great Lakes
10/01/2021 0:00,1,"1,829,757.83",775484.75,801637.94,252635.14,1051552.97,conventional,2021,Great Lakes
10/01/2021 0:00,1.5,"22,368.73",5910.94,16457.8,0,90923.95,organic,2021,Great Lakes
17/01/2021 0:00,0.94,"2,467,825.26",729013.41,1190384.3,548427.54,928567.03,conventional,2021,Great Lakes
17/01/2021 0:00,1.57,"24,650.51",7469.16,17181.35,0,73735.24,organic,2021,Great Lakes
24/01/2021 0:00,0.93,"2,341,991.08",727613.48,1125085.1,489292.5,896351.76,conventional,2021,Great Lakes
24/01/2021 0:00,1.38,"23,279.99",7442.12,15837.87,0,103495.41,organic,2021,Great Lakes
31/01/2021 0:00,1.07,"1,702,735.34",747321.84,764628.23,190785.27,930762.17,conventional,2021,Great Lakes
31/01/2021 0:00,1.48,"24,787.92",5730.21,19057.71,0,107679.36,organic,2021,Great Lakes
07/02/2021 0:00,0.8,"2,715,732.25",1027740.44,1232392.68,455599.14,883542.93,conventional,2021,Great Lakes
07/02/2021 0:00,1.32,"37,503.32",7023.63,30479.7,0,90495.86,organic,2021,Great Lakes
14/02/2021 0:00,0.94,"1,812,955.87",738209.17,842231.6,232515.1,859790.73,conventional,2021,Great Lakes
14/02/2021 0:00,1.34,"35,883.43",5606.07,30277.36,0,87376.05,organic,2021,Great Lakes
21/02/2021 0:00,1.01,"1,668,378.75",674617.05,823871.6,169890.1,984642.09,conventional,2021,Great Lakes
21/02/2021 0:00,1.39,"33,687.79",7868.86,25818.93,0,97018.03,organic,2021,Great Lakes
28/02/2021 0:00,0.83,"2,249,240.08",696794.83,1121008.79,431436.45,918135.91,conventional,2021,Great Lakes
28/02/2021 0:00,1.48,"28,813.98",5662.79,23151.19,0,80384.75,organic,2021,Great Lakes
07/03/2021 0:00,0.95,"1,729,460.98",668409.65,878017.32,183034.01,1478265.53,conventional,2021,Great Lakes
07/03/2021 0:00,1.37,"29,526.05",5095.1,24430.96,0,110775.19,organic,2021,Great Lakes
14/03/2021 0:00,1,"1,634,722.46",657433.31,801975.58,175313.57,1128589.59,conventional,2021,Great Lakes
14/03/2021 0:00,1.5,"21,318.76",4583.6,16735.15,0,83589.01,organic,2021,Great Lakes
21/03/2021 0:00,1.07,"1,678,163.73",660539.89,819051.79,198572.04,949216.95,conventional,2021,Great Lakes
21/03/2021 0:00,1.5,"25,493.23",7896.05,17597.19,0,78248.57,organic,2021,Great Lakes
28/03/2021 0:00,1.18,"1,529,951.32",620107.21,759705.15,150138.98,989857.2,conventional,2021,Great Lakes
28/03/2021 0:00,1.38,"21,140.75",5085.52,16055.23,0,103865.97,organic,2021,Great Lakes
04/04/2021 0:00,1.28,"1,604,934.22",640943.86,727401.45,236588.91,991025.54,conventional,2021,Great Lakes
04/04/2021 0:00,1.6,"22,161.79",4608.14,17553.65,0,102305.47,organic,2021,Great Lakes
11/04/2021 0:00,1.27,"1,420,383.79",697764.98,585088.02,137530.8,961981.53,conventional,2021,Great Lakes
11/04/2021 0:00,1.69,"23,190.21",7042.45,16147.77,0,93464.09,organic,2021,Great Lakes
18/04/2021 0:00,1.26,"1,565,013.12",793472.18,616017.01,155523.94,1036211.32,conventional,2021,Great Lakes
18/04/2021 0:00,1.62,"21,312.90",5760.53,15552.37,0,115639.66,organic,2021,Great Lakes
25/04/2021 0:00,1.13,"1,640,919.95",820800.18,677558.21,142561.56,1079293.99,conventional,2021,Great Lakes
25/04/2021 0:00,1.64,"20,718.50",5004.96,15713.54,0,112232.19,organic,2021,Great Lakes
02/05/2021 0:00,1.06,"2,031,003.51",916197.05,826902.88,287903.58,925478.59,conventional,2021,Great Lakes
02/05/2021 0:00,1.58,"23,613.56",6904.8,16706.37,2.39,98081.65,organic,2021,Great Lakes
09/05/2021 0:00,1.08,"1,927,526.10",1148253.68,614827.87,164444.55,953686.92,conventional,2021,Great Lakes
09/05/2021 0:00,1.55,"24,472.90",5633.79,18839.11,0,107837.6,organic,2021,Great Lakes
16/05/2021 0:00,1.12,"1,642,418.18",789957.25,617216.98,235243.95,895819.09,conventional,2021,Great Lakes
16/05/2021 0:00,1.53,"21,015.01",4912.57,16097.78,4.66,86889.09,organic,2021,Great Lakes
13/06/2021 0:00,1.17,"1,540,824.39",643146.88,731555.47,166122.05,1005800.19,conventional,2021,Great Lakes
06/06/2021 0:00,1.13,"1,569,732.82",721617.58,687718.34,160396.9,958699.99,conventional,2021,Great Lakes
30/05/2021 0:00,1.25,"1,660,405.25",652968.93,746057.11,261379.22,975298.72,conventional,2021,Great Lakes
23/05/2021 0:00,1.08,"1,617,048.64",814955.34,636679.46,165413.85,1037460.84,conventional,2021,Great Lakes
13/06/2021 0:00,1.52,"23,370.11",5522.41,17844.48,3.21,97964.91,organic,2021,Great Lakes
06/06/2021 0:00,1.72,"19,736.05",5166.55,14562.69,6.82,86446.15,organic,2021,Great Lakes
30/05/2021 0:00,1.72,"20,742.74",5125.5,15614.84,2.4,86665.09,organic,2021,Great Lakes
23/05/2021 0:00,1.52,"21,112.62",5425.08,15683.95,3.6,99444.42,organic,2021,Great Lakes
11/07/2021 0:00,1.13,"1,464,674.47",609088.83,706154.04,149431.61,1015500.46,conventional,2021,Great Lakes
04/07/2021 0:00,1.18,"1,724,333.17",593940.23,872318.22,258074.72,961714.76,conventional,2021,Great Lakes
27/06/2021 0:00,1.21,"1,519,041.15",671154.49,685588.01,162298.65,821664.55,conventional,2021,Great Lakes
20/06/2021 0:00,1.16,"1,805,184.39",569637.56,934336.48,301210.35,912809.12,conventional,2021,Great Lakes
11/07/2021 0:00,1.52, -   ,0,0,0,97188.86,organic,2021,Great Lakes
04/07/2021 0:00,1.62,-0.01,0,0,0,90566.87,organic,2021,Great Lakes
27/06/2021 0:00,1.46, -   ,0,0,0,93341.45,organic,2021,Great Lakes
20/06/2021 0:00,1.5, -   ,0,0,0,88769.45,organic,2021,Great Lakes
08/08/2021 0:00,1.17,"1,451,080.07",631863.4,661049.98,158166.69,922000.58,conventional,2021,Great Lakes
01/08/2021 0:00,1.16,"1,314,189.17",503235.69,662540.25,148413.22,1008725.47,conventional,2021,Great Lakes
25/07/2021 0:00,1.04,"1,830,716.48",501404.56,924781.17,404530.75,881758.62,conventional,2021,Great Lakes
18/07/2021 0:00,0.97,"1,971,342.81",533831.32,1024813.02,412698.47,997710.25,conventional,2021,Great Lakes
08/08/2021 0:00,1.76,"18,494.10",4754.31,13735.2,4.58,84705.52,organic,2021,Great Lakes
01/08/2021 0:00,1.65,"18,291.94",4572.24,13719.7,0,95509.56,organic,2021,Great Lakes
25/07/2021 0:00,1.63,"18,853.54",3920.51,14933.04,0,89050.83,organic,2021,Great Lakes
18/07/2021 0:00,1.51,"18,985.28",4452.61,14532.67,0,107346.17,organic,2021,Great Lakes
05/09/2021 0:00,1.13,"1,547,700.94",731252.29,684992.25,131456.39,999496.67,conventional,2021,Great Lakes
29/08/2021 0:00,1.18,"1,436,528.73",515294.04,728215.14,193019.56,949516.98,conventional,2021,Great Lakes
22/08/2021 0:00,1.11,"1,374,756.18",485916.18,752155.69,136684.3,1126869.86,conventional,2021,Great Lakes
15/08/2021 0:00,1.05,"1,776,532.45",502701.36,980199.87,293631.21,899418.65,conventional,2021,Great Lakes
05/09/2021 0:00,1.65,"20,790.91",5529.5,15261.41,0,96249.1,organic,2021,Great Lakes
29/08/2021 0:00,1.76,"21,508.63",5252.3,16254.1,2.23,90699.92,organic,2021,Great Lakes
22/08/2021 0:00,1.6,"22,942.08",5690.46,17244.39,7.23,100482.5,organic,2021,Great Lakes
15/08/2021 0:00,1.65,"19,116.19",4390.41,14719.08,6.69,89617.23,organic,2021,Great Lakes
03/10/2021 0:00,1.11,"1,580,678.41",945651.64,479046.83,155979.94,816949.68,conventional,2021,Great Lakes
26/09/2021 0:00,1.22,"1,308,118.75",694083.47,489524.34,124510.94,747742.88,conventional,2021,Great Lakes
19/09/2021 0:00,1.14,"1,566,868.39",662523.87,656538.09,247806.42,719390.56,conventional,2021,Great Lakes
12/09/2021 0:00,1.09,"1,604,655.42",655363.46,697616.77,251675.19,804285.3,conventional,2021,Great Lakes
03/10/2021 0:00,1.65,"18,605.28",5706.61,12898.68,0,71102.76,organic,2021,Great Lakes
26/09/2021 0:00,1.6,"20,366.69",7174.1,13192.59,0,82323.07,organic,2021,Great Lakes
19/09/2021 0:00,1.63,"20,090.17",6404.4,13685.76,0,87706.72,organic,2021,Great Lakes
12/09/2021 0:00,1.66,"21,132.45",5462.05,15670.41,0,86368.73,organic,2021,Great Lakes
31/10/2021 0:00,1.08,"1,412,497.81",806616.17,490199.39,115682.25,857485.15,conventional,2021,Great Lakes
24/10/2021 0:00,1.22,"1,410,744.79",786206.69,450569.89,173968.2,765597.31,conventional,2021,Great Lakes
17/10/2021 0:00,1.18,"1,425,989.81",904473.49,398865.6,122650.71,811042.05,conventional,2021,Great Lakes
10/10/2021 0:00,1.2,"1,373,736.63",765683.84,424239.11,183813.69,834543.37,conventional,2021,Great Lakes
31/10/2021 0:00,1.53,"18,086.13",4971.86,13114.27,0,80527.81,organic,2021,Great Lakes
24/10/2021 0:00,1.7,"19,025.31",6605.57,12419.74,0,79337.01,organic,2021,Great Lakes
17/10/2021 0:00,1.69,"18,751.50",6405.92,12345.58,0,76154.59,organic,2021,Great Lakes
10/10/2021 0:00,1.54,"19,891.74",7247.13,12644.61,0,97109.76,organic,2021,Great Lakes
28/11/2021 0:00,1.06,"1,249,503.17",735754.27,407409.69,106339.21,681122.91,conventional,2021,Great Lakes
21/11/2021 0:00,1.16,"1,212,447.68",769937.65,349796.65,92713.37,848159.74,conventional,2021,Great Lakes
14/11/2021 0:00,1.05,"1,495,637.05",919696.96,470554.92,105385.18,991009.21,conventional,2021,Great Lakes
07/11/2021 0:00,1.15,"1,307,110.77",751437.08,407567.62,148106.07,993136.44,conventional,2021,Great Lakes
28/11/2021 0:00,1.72,"15,105.24",2802.41,12302.84,0,61439.11,organic,2021,Great Lakes
21/11/2021 0:00,1.48,"23,922.35",4947.17,18975.18,0,79262.81,organic,2021,Great Lakes
14/11/2021 0:00,1.53,"24,241.17",5018.23,19222.94,0,74988.75,organic,2021,Great Lakes
07/11/2021 0:00,1.68,"18,696.78",3540.18,15156.6,0,74677.59,organic,2021,Great Lakes
26/12/2021 0:00,1.25,"1,102,327.95",672320.98,315430.74,114576.23,835132.32,conventional,2021,Great Lakes
19/12/2021 0:00,1.22,"1,231,071.83",787777.62,338000.99,105293.21,735329.83,conventional,2021,Great Lakes
12/12/2021 0:00,1.06,"1,293,557.24",824961.01,365353.9,103242.34,859227.82,conventional,2021,Great Lakes
05/12/2021 0:00,0.99,"1,555,765.41",1041196.33,407266.13,107302.96,733543.22,conventional,2021,Great Lakes
26/12/2021 0:00,1.58,"13,879.89",2575.45,11304.43,0,93621.12,organic,2021,Great Lakes
19/12/2021 0:00,1.72,"14,442.55",2986.7,11455.84,0,76050.99,organic,2021,Great Lakes
12/12/2021 0:00,1.52,"16,375.51",3678.69,12696.83,0,102743.31,organic,2021,Great Lakes
05/12/2021 0:00,1.74,"19,998.32",4273.75,15724.58,0,64598.16,organic,2021,Great Lakes
04/01/2021 0:00,1.07,"247,498.34",143018.57,104386.19,93.57,108811.75,conventional,2021,Harrisburg/Scranton
04/01/2021 0:00,1.27,801.46,381.7,419.76,0,17353.87,organic,2021,Harrisburg/Scranton
10/01/2021 0:00,1.04,"247,279.15",141133.48,106078.08,67.59,119594.76,conventional,2021,Harrisburg/Scranton
10/01/2021 0:00,1.22,741.54,262.38,479.16,0,20623.19,organic,2021,Harrisburg/Scranton
17/01/2021 0:00,1.02,"262,938.02",151377.67,111450.99,109.35,139592.51,conventional,2021,Harrisburg/Scranton
17/01/2021 0:00,1.25,"1,290.65",772.47,518.18,0,19122.52,organic,2021,Harrisburg/Scranton
24/01/2021 0:00,1,"262,246.43",145959.08,116116.36,170.99,141230.2,conventional,2021,Harrisburg/Scranton
24/01/2021 0:00,1.25,793.79,316.03,477.76,0,19764.26,organic,2021,Harrisburg/Scranton
31/01/2021 0:00,1.01,"276,283.46",159201.88,116922.68,158.91,143073.26,conventional,2021,Harrisburg/Scranton
31/01/2021 0:00,1.21,808.05,331.44,476.62,0,21664.57,organic,2021,Harrisburg/Scranton
07/02/2021 0:00,0.98,"287,841.46",163276.59,124413.94,150.94,139444.07,conventional,2021,Harrisburg/Scranton
07/02/2021 0:00,1.22,863.45,342.66,520.79,0,21554.38,organic,2021,Harrisburg/Scranton
14/02/2021 0:00,0.98,"306,467.70",185267.64,121086.53,113.53,136908.11,conventional,2021,Harrisburg/Scranton
14/02/2021 0:00,1.2,"1,474.99",873.19,601.8,0,21173.65,organic,2021,Harrisburg/Scranton
21/02/2021 0:00,0.98,"269,373.69",157578.43,111708.68,86.58,127871.13,conventional,2021,Harrisburg/Scranton
21/02/2021 0:00,1.2,860.54,343.22,517.32,0,19286.79,organic,2021,Harrisburg/Scranton
28/02/2021 0:00,0.98,"264,649.09",155439.71,109105.07,104.31,144095.94,conventional,2021,Harrisburg/Scranton
28/02/2021 0:00,1.21,760.5,218.27,542.23,0,22976.7,organic,2021,Harrisburg/Scranton
07/03/2021 0:00,1.02,"267,561.45",153387.02,114025.38,149.05,139934.54,conventional,2021,Harrisburg/Scranton
07/03/2021 0:00,1.2,589.26,197.5,391.77,0,23748.57,organic,2021,Harrisburg/Scranton
14/03/2021 0:00,1.01,"266,264.10",154006.44,112115.29,142.36,142578.52,conventional,2021,Harrisburg/Scranton
14/03/2021 0:00,1.26,619.64,207.97,411.67,0,22282.22,organic,2021,Harrisburg/Scranton
21/03/2021 0:00,1.02,"271,699.76",163101.45,108465.16,133.16,140766.04,conventional,2021,Harrisburg/Scranton
21/03/2021 0:00,1.2,658.73,260.49,398.25,0,22697.12,organic,2021,Harrisburg/Scranton
28/03/2021 0:00,1.04,"272,946.01",164141.32,108559.81,244.87,141713.28,conventional,2021,Harrisburg/Scranton
28/03/2021 0:00,1.25,577.69,149.02,428.67,0,20450.43,organic,2021,Harrisburg/Scranton
04/04/2021 0:00,1.03,"321,138.83",198629.55,122349.69,159.58,138367.5,conventional,2021,Harrisburg/Scranton
04/04/2021 0:00,1.28,641.76,124.25,517.52,0,22135.48,organic,2021,Harrisburg/Scranton
11/04/2021 0:00,1.08,"258,538.68",153452.01,104930.86,155.81,123362.83,conventional,2021,Harrisburg/Scranton
11/04/2021 0:00,1.26,630.99,115.44,515.55,0,22949.1,organic,2021,Harrisburg/Scranton
18/04/2021 0:00,1.18,"263,504.35",153209.97,110115.29,179.09,142380.54,conventional,2021,Harrisburg/Scranton
18/04/2021 0:00,1.3,647.48,157.37,490.12,0,24563.41,organic,2021,Harrisburg/Scranton
25/04/2021 0:00,1.17,"251,383.71",146430.83,104774.38,178.5,145080.02,conventional,2021,Harrisburg/Scranton
25/04/2021 0:00,1.27,544.28,107.55,436.73,0,24462.98,organic,2021,Harrisburg/Scranton
02/05/2021 0:00,1.15,"261,942.33",153832.37,107982.33,127.63,143366.11,conventional,2021,Harrisburg/Scranton
02/05/2021 0:00,1.3,580.91,208.28,372.64,0,24177.82,organic,2021,Harrisburg/Scranton
09/05/2021 0:00,1.09,"309,388.38",188659.17,120472.4,256.81,140973.45,conventional,2021,Harrisburg/Scranton
09/05/2021 0:00,1.3,615.98,142.12,473.86,0,23622.36,organic,2021,Harrisburg/Scranton
16/05/2021 0:00,1.18,"240,070.55",137508.75,102295.55,266.25,143630.29,conventional,2021,Harrisburg/Scranton
16/05/2021 0:00,1.3,689.71,202.54,487.17,0,21723.62,organic,2021,Harrisburg/Scranton
13/06/2021 0:00,1.13,"265,691.21",162544.45,102913.34,233.43,128016.76,conventional,2021,Harrisburg/Scranton
06/06/2021 0:00,1.2,"251,582.39",148459.92,102955.99,166.48,135568.71,conventional,2021,Harrisburg/Scranton
30/05/2021 0:00,1.2,"258,851.85",149710.87,108886.15,254.83,142878.65,conventional,2021,Harrisburg/Scranton
23/05/2021 0:00,1.2,"263,740.88",151319.49,112249.29,172.09,132524.09,conventional,2021,Harrisburg/Scranton
13/06/2021 0:00,1.32,716.75,187.4,529.35,0,20761.27,organic,2021,Harrisburg/Scranton
06/06/2021 0:00,1.25,681.9,125.93,555.98,0,21446.03,organic,2021,Harrisburg/Scranton
30/05/2021 0:00,1.24,643.16,200.65,442.51,0,23723.95,organic,2021,Harrisburg/Scranton
23/05/2021 0:00,1.28,708.44,199.61,508.82,0,22823.63,organic,2021,Harrisburg/Scranton
11/07/2021 0:00,1.09,"248,248.15",154278.13,93936.51,33.5,117256.16,conventional,2021,Harrisburg/Scranton
04/07/2021 0:00,1.14,"273,588.28",165759.82,107705.25,123.22,120221.04,conventional,2021,Harrisburg/Scranton
27/06/2021 0:00,1.16,"255,005.57",160261.52,94649.73,94.32,110469.99,conventional,2021,Harrisburg/Scranton
20/06/2021 0:00,1.16,"265,080.71",164821.9,100158.91,99.9,114266.59,conventional,2021,Harrisburg/Scranton
11/07/2021 0:00,1.64, -   ,0,0,0,10158.99,organic,2021,Harrisburg/Scranton
04/07/2021 0:00,1.62,0.01,0,0,0,11289.09,organic,2021,Harrisburg/Scranton
27/06/2021 0:00,1.64,0,0,0,0,9567.82,organic,2021,Harrisburg/Scranton
20/06/2021 0:00,1.58,0,0,0,0,11189.22,organic,2021,Harrisburg/Scranton
08/08/2021 0:00,1.13,"228,764.97",146628.04,82098.47,38.46,91901.44,conventional,2021,Harrisburg/Scranton
01/08/2021 0:00,1.09,"253,801.44",158581.18,95171.84,48.41,118393.52,conventional,2021,Harrisburg/Scranton
25/07/2021 0:00,1.07,"241,541.89",151840.82,89656.62,44.45,123147.73,conventional,2021,Harrisburg/Scranton
18/07/2021 0:00,1.04,"243,108.51",149199.64,93850.23,58.65,138568.38,conventional,2021,Harrisburg/Scranton
08/08/2021 0:00,1.53,804.23,138.37,665.85,0,13716.4,organic,2021,Harrisburg/Scranton
01/08/2021 0:00,1.67,570.74,122.64,448.1,0,11778.15,organic,2021,Harrisburg/Scranton
25/07/2021 0:00,1.6,"1,077.37",440.47,636.9,0,12383.35,organic,2021,Harrisburg/Scranton
18/07/2021 0:00,1.59,669.79,117.42,552.37,0,14001.54,organic,2021,Harrisburg/Scranton
05/09/2021 0:00,0.98,"224,520.58",135853.56,88623.05,43.98,138712.58,conventional,2021,Harrisburg/Scranton
29/08/2021 0:00,1.05,"220,982.17",131024.61,89928.44,29.12,112860.36,conventional,2021,Harrisburg/Scranton
22/08/2021 0:00,1.08,"225,112.08",131537.03,93495.84,79.21,107337.13,conventional,2021,Harrisburg/Scranton
15/08/2021 0:00,1.04,"224,744.98",130541.52,94144.03,59.43,128050.71,conventional,2021,Harrisburg/Scranton
05/09/2021 0:00,1.57,935.56,434.74,500.82,0,13816.01,organic,2021,Harrisburg/Scranton
29/08/2021 0:00,1.59,662.05,125.15,536.9,0,14526.35,organic,2021,Harrisburg/Scranton
22/08/2021 0:00,1.61,637.88,155.6,482.28,0,14551.87,organic,2021,Harrisburg/Scranton
15/08/2021 0:00,1.61,605.48,88.9,516.58,0,13154.6,organic,2021,Harrisburg/Scranton
03/10/2021 0:00,1.09,"237,664.72",147939.89,89655.04,69.79,103887.79,conventional,2021,Harrisburg/Scranton
26/09/2021 0:00,1.1,"219,976.72",138673.32,81287.17,16.23,98772.59,conventional,2021,Harrisburg/Scranton
19/09/2021 0:00,1.08,"192,469.26",120667.07,71627.38,174.81,97325.33,conventional,2021,Harrisburg/Scranton
12/09/2021 0:00,1.04,"209,199.19",126499.28,82579.57,120.35,114951.81,conventional,2021,Harrisburg/Scranton
03/10/2021 0:00,1.65,742.8,202.82,539.98,0,11802.16,organic,2021,Harrisburg/Scranton
26/09/2021 0:00,1.63,815.68,253.32,562.36,0,10998.68,organic,2021,Harrisburg/Scranton
19/09/2021 0:00,1.54,"1,344.80",808.08,536.71,0,15354.91,organic,2021,Harrisburg/Scranton
12/09/2021 0:00,1.6,619.12,140.07,479.05,0,13064.09,organic,2021,Harrisburg/Scranton
31/10/2021 0:00,1.18,"218,890.33",135702.52,83108.17,79.64,111961.67,conventional,2021,Harrisburg/Scranton
24/10/2021 0:00,1.17,"201,293.80",125388.83,75838.16,66.81,119684.48,conventional,2021,Harrisburg/Scranton
17/10/2021 0:00,1.18,"217,136.87",134248.17,82860.56,28.15,114229.28,conventional,2021,Harrisburg/Scranton
10/10/2021 0:00,1.17,"194,910.32",117626.57,77186.99,96.77,121208.77,conventional,2021,Harrisburg/Scranton
31/10/2021 0:00,1.61,895.37,373.22,522.14,0,14622.9,organic,2021,Harrisburg/Scranton
24/10/2021 0:00,1.58,897.62,414.91,482.71,0,15130.44,organic,2021,Harrisburg/Scranton
17/10/2021 0:00,1.61,704.8,144.59,560.21,0,13249.35,organic,2021,Harrisburg/Scranton
10/10/2021 0:00,1.6,597.77,133.15,464.62,0,12876.5,organic,2021,Harrisburg/Scranton
28/11/2021 0:00,1.1,"181,625.32",114400.16,67154.04,71.11,104327.23,conventional,2021,Harrisburg/Scranton
21/11/2021 0:00,1.12,"196,899.60",127284.29,69534.39,80.92,107006.27,conventional,2021,Harrisburg/Scranton
14/11/2021 0:00,1.17,"210,116.01",135192.47,74856.43,67.12,118889.25,conventional,2021,Harrisburg/Scranton
07/11/2021 0:00,1.19,"214,771.33",130317.31,84403.94,50.07,114787.97,conventional,2021,Harrisburg/Scranton
28/11/2021 0:00,1.55,778.44,287.23,491.21,0,14720.62,organic,2021,Harrisburg/Scranton
21/11/2021 0:00,1.62,819.62,283.57,536.05,0,12814.23,organic,2021,Harrisburg/Scranton
14/11/2021 0:00,1.58,897.89,359.87,538.02,0,13623.19,organic,2021,Harrisburg/Scranton
07/11/2021 0:00,1.64,818.47,286.59,531.88,0,12892.75,organic,2021,Harrisburg/Scranton
26/12/2021 0:00,1.11,"214,249.49",144323.92,69685.9,239.67,119683.46,conventional,2021,Harrisburg/Scranton
19/12/2021 0:00,1.11,"216,120.96",136014.73,80044.23,62,114120.72,conventional,2021,Harrisburg/Scranton
12/12/2021 0:00,1.1,"207,127.92",132598.57,74475.86,53.49,114640,conventional,2021,Harrisburg/Scranton
05/12/2021 0:00,1.1,"207,743.56",128292.02,79372.1,79.44,106423.42,conventional,2021,Harrisburg/Scranton
26/12/2021 0:00,1.56,786.53,234.63,551.9,0,14606.76,organic,2021,Harrisburg/Scranton
19/12/2021 0:00,1.62,"1,092.06",549.6,542.46,0,13339.33,organic,2021,Harrisburg/Scranton
12/12/2021 0:00,1.58,888.27,393.43,494.85,0,14403.06,organic,2021,Harrisburg/Scranton
05/12/2021 0:00,1.61,"1,154.24",652.58,501.66,0,13659.89,organic,2021,Harrisburg/Scranton
04/01/2021 0:00,1.16,"292,495.46",9975.11,282127.51,392.84,81286.07,conventional,2021,Hartford/Springfield
04/01/2021 0:00,1.44,"13,521.16",328.06,13193.1,0,8379.94,organic,2021,Hartford/Springfield
10/01/2021 0:00,1.26,"279,227.03",10684.05,268300.59,242.39,91772.24,conventional,2021,Hartford/Springfield
10/01/2021 0:00,1.71,"7,394.01",507.59,6880.49,5.93,16623.44,organic,2021,Hartford/Springfield
17/01/2021 0:00,1.22,"290,472.71",11169.23,279137.7,165.78,97240.89,conventional,2021,Hartford/Springfield
17/01/2021 0:00,1.96,"7,827.41",1276.26,6551.16,0,11702.93,organic,2021,Hartford/Springfield
24/01/2021 0:00,1.11,"342,207.66",11821.66,330221.77,164.23,97813.71,conventional,2021,Hartford/Springfield
24/01/2021 0:00,1.77,"6,738.37",378.75,6359.62,0,18835.28,organic,2021,Hartford/Springfield
31/01/2021 0:00,1.17,"300,676.91",10078.09,290313.55,285.27,97726.33,conventional,2021,Hartford/Springfield
31/01/2021 0:00,1.91,"7,910.38",349.42,7556.54,4.42,11720.18,organic,2021,Hartford/Springfield
07/02/2021 0:00,1.11,"371,860.01",11933.98,359631.44,294.59,105190.63,conventional,2021,Hartford/Springfield
07/02/2021 0:00,1.69,"7,332.28",434.17,6898.12,0,18919.04,organic,2021,Hartford/Springfield
14/02/2021 0:00,1.23,"307,564.03",10860.74,296458.83,244.47,94331.1,conventional,2021,Hartford/Springfield
14/02/2021 0:00,1.9,"7,609.12",293.92,7315.2,0,11773.91,organic,2021,Hartford/Springfield
21/02/2021 0:00,1.28,"278,857.17",9639.31,269000.29,217.58,86638.63,conventional,2021,Hartford/Springfield
21/02/2021 0:00,1.73,"8,662.87",451.41,8210.35,1.12,14656.37,organic,2021,Hartford/Springfield
28/02/2021 0:00,1.26,"281,445.58",9485.91,271683.02,276.65,92736.9,conventional,2021,Hartford/Springfield
28/02/2021 0:00,1.83,"8,249.12",332.65,7916.47,0,17453.23,organic,2021,Hartford/Springfield
07/03/2021 0:00,1.25,"304,222.06",11579.87,292401.66,240.53,97409.26,conventional,2021,Hartford/Springfield
07/03/2021 0:00,1.94,"8,885.10",338.87,8545.11,1.12,11817.01,organic,2021,Hartford/Springfield
14/03/2021 0:00,1.26,"276,518.26",10165.58,266165.77,186.9,101132.73,conventional,2021,Hartford/Springfield
14/03/2021 0:00,2.06,"7,111.85",359.39,6752.47,0,11777.12,organic,2021,Hartford/Springfield
21/03/2021 0:00,1.23,"288,860.81",9549.96,279010.67,300.17,104446.16,conventional,2021,Hartford/Springfield
21/03/2021 0:00,2.07,"6,332.52",339.81,5992.71,0,10465.38,organic,2021,Hartford/Springfield
28/03/2021 0:00,1.28,"279,356.86",11632.4,267573.87,150.59,121807.5,conventional,2021,Hartford/Springfield
28/03/2021 0:00,2.17,"7,802.19",391.79,7410.39,0,9556.99,organic,2021,Hartford/Springfield
04/04/2021 0:00,1.34,"294,492.21",12587.75,281637.29,267.18,95433.02,conventional,2021,Hartford/Springfield
04/04/2021 0:00,2.15,"6,095.83",332.49,5763.34,0,9668.89,organic,2021,Hartford/Springfield
11/04/2021 0:00,1.35,"276,627.26",10776.29,265704.43,146.53,94886.58,conventional,2021,Hartford/Springfield
11/04/2021 0:00,2.03,"8,513.89",213.06,8300.83,0,9684.68,organic,2021,Hartford/Springfield
18/04/2021 0:00,1.23,"349,235.76",10237.89,338606.55,391.32,94943,conventional,2021,Hartford/Springfield
18/04/2021 0:00,2.08,"5,115.61",275.94,4839.67,0,11437.83,organic,2021,Hartford/Springfield
25/04/2021 0:00,1.38,"287,842.03",10040.91,277619.66,181.46,89600.36,conventional,2021,Hartford/Springfield
