_date, average_price , total_volume ,_4046,_4225,_4770,total_bags,type,year,geography
03/01/2022 0:00, 1.38 ," 1,247,908.08 ",615553.36,632016.1,338.61,503939.73,conventional,2022,New York
23/01/2022 0:00, 1.31 ," 216,226.85 ",206935.71,9219.15,72,150351.79,conventional,2022,Orlando
16/01/2022 0:00, 1.34 ," 220,453.16 ",210144.02,10243.24,65.91,149716.72,conventional,2022,Orlando
09/01/2022 0:00, 1.26 ," 215,705.15 ",205727.85,9931,46.3,135063.33,conventional,2022,Orlando
03/01/2022 0:00, 1.10 ," 241,865.11 ",230760.57,11072.93,31.61,131643.45,conventional,2022,Orlando
23/01/2022 0:00, 1.08 ," 54,341.08 ",38712.21,15515.19,113.67,33863.73,conventional,2022,Peoria/Springfield
16/01/2022 0:00, 1.03 ," 53,995.00 ",41059.17,12887.88,47.96,39785.19,conventional,2022,Peoria/Springfield
09/01/2022 0:00, 0.97 ," 56,368.21 ",43118.91,13160.21,89.08,31995.45,conventional,2022,Peoria/Springfield
03/01/2022 0:00, 0.87 ," 67,367.49 ",44073.19,23156.87,137.44,32119.03,conventional,2022,Peoria/Springfield
23/01/2022 0:00, 1.39 ," 276,679.06 ",163322.73,113043.01,313.31,237177.19,conventional,2022,Philadelphia
16/01/2022 0:00, 1.33 ," 317,896.51 ",198649.11,118873.54,373.86,245910.89,conventional,2022,Philadelphia
09/01/2022 0:00, 1.14 ," 330,291.27 ",196897.87,132930.57,462.83,266141.33,conventional,2022,Philadelphia
03/01/2022 0:00, 1.19 ," 316,778.75 ",192554.32,123881.58,342.84,183301.52,conventional,2022,Philadelphia
23/01/2022 0:00, 1.08 ," 577,281.24 ",410389.02,156541.72,10350.51,192279.17,conventional,2022,Phoenix/Tucson
16/01/2022 0:00, 1.12 ," 488,635.99 ",330448.53,150794.84,7392.62,201482.91,conventional,2022,Phoenix/Tucson
09/01/2022 0:00, 0.88 ," 549,044.20 ",405720.01,132324.56,10999.64,190425.05,conventional,2022,Phoenix/Tucson
03/01/2022 0:00, 0.80 ," 584,534.79 ",437754.27,134646.25,12134.27,167114.08,conventional,2022,Phoenix/Tucson
23/01/2022 0:00, 1.35 ," 43,997.23 ",39394.77,4596.99,5.47,38232.61,conventional,2022,Pittsburgh
16/01/2022 0:00, 1.08 ," 78,923.93 ",72550.44,6326.45,47.04,39831.28,conventional,2022,Pittsburgh
09/01/2022 0:00, 1.32 ," 44,859.68 ",40344.86,4514.81,0,40316.52,conventional,2022,Pittsburgh
03/01/2022 0:00, 1.05 ," 65,754.54 ",61840.06,3914.48,0,35821.7,conventional,2022,Pittsburgh
23/01/2022 0:00, 1.37 ," 176,253.28 ",133749.88,37416.64,5086.76,108909.35,conventional,2022,Portland
16/01/2022 0:00, 1.42 ," 170,785.21 ",115333.63,50420.45,5031.14,113825.77,conventional,2022,Portland
09/01/2022 0:00, 1.31 ," 184,106.76 ",93078.81,84083.27,6944.67,115466.31,conventional,2022,Portland
03/01/2022 0:00, 0.96 ," 216,397.54 ",119221.17,90938.04,6238.33,125448.22,conventional,2022,Portland
23/01/2022 0:00, 1.65 ," 53,839.73 ",6551.78,47261.51,26.46,17671.77,conventional,2022,Providence
16/01/2022 0:00, 1.40 ," 58,922.90 ",8018.14,50856.94,47.83,16280.22,conventional,2022,Providence
09/01/2022 0:00, 1.57 ," 64,075.22 ",6575.5,57451.11,48.6,16873.95,conventional,2022,Providence
03/01/2022 0:00, 1.41 ," 51,495.49 ",5909.39,45565.83,20.27,11466.56,conventional,2022,Providence
23/01/2022 0:00, 1.37 ," 221,095.99 ",149773.5,68956.56,2365.93,144855.13,conventional,2022,Raleigh/Greensboro
16/01/2022 0:00, 1.26 ," 236,914.55 ",164347.71,69608.33,2958.51,180228.4,conventional,2022,Raleigh/Greensboro
09/01/2022 0:00, 1.11 ," 262,620.12 ",184728.79,74548.91,3342.42,150126.69,conventional,2022,Raleigh/Greensboro
03/01/2022 0:00, 1.11 ," 226,609.25 ",156455.31,66861.35,3292.6,204500.03,conventional,2022,Raleigh/Greensboro
23/01/2022 0:00, 1.21 ," 144,931.98 ",107789.95,36465.49,676.55,91712.49,conventional,2022,Richmond/Norfolk
16/01/2022 0:00, 1.13 ," 165,145.68 ",123513.07,40829.48,803.13,94264.6,conventional,2022,Richmond/Norfolk
09/01/2022 0:00, 1.01 ," 193,942.76 ",148355.68,44760.75,826.33,86088.3,conventional,2022,Richmond/Norfolk
03/01/2022 0:00, 1.00 ," 166,486.01 ",127229.78,38251.98,1004.25,91287.66,conventional,2022,Richmond/Norfolk
23/01/2022 0:00, 1.12 ," 70,300.70 ",58869.55,11402.38,28.78,42775.78,conventional,2022,Roanoke
16/01/2022 0:00, 1.04 ," 96,835.69 ",80983.97,15833.28,18.43,52570.82,conventional,2022,Roanoke
09/01/2022 0:00, 0.96 ," 100,056.10 ",83410.38,16611.47,34.26,46570.4,conventional,2022,Roanoke
03/01/2022 0:00, 0.97 ," 84,153.77 ",70674.97,13407.71,71.09,43620.34,conventional,2022,Roanoke
